ˈwaɪz.li	wisely
piˈænəʊ	piano
ˈkaʊ.ər	cower
ˈæp.lɪ.kənt	applicant
ˌnəʊ.tərˈaɪ.ə.ti	notoriety
ˈɪntrəstɪd	interested
ˈdɒm.ɪ.nənt	dominant
kəˈlaɪd	collide
hɪr	here,hear
ˈfrɪk.ʃən	friction
riːf	reef
bræɡ	brag
ˈprɪntər	printer
ˈskɒl.ər	scholar
fʊt	foot
ˈwɪndəʊ	window
ˈmɪz.ər.i	misery
ˈɡɑːrbɪdʒ	garbage
ˈbɜː.dən	burden
roʊb	robe
pɑːst	past
ˈkəʊ.lɒn	colon
ˈkæʃ.mɪər	cashmere
kəˈtæs.trə.fi	catastrophe
ˈem.jʊ.leɪt	emulate
kənˈspɪk.ju.əs	conspicuous
ˈraɪ.zɪŋ	rising
dʒɪm	gym
ˈkæt̬.ɚ.pɪl.ɚ	caterpillar
ˈkwɒn.dri	quandary
suːt	suit
ˈveəri	vary
ˌəʊ.vəˈsiːz	overseas
ɪkˈstrɔːdnri	extraordinary
əˈfɜːm	affirm
ˈbɑːθ.tʌb	bathtub
flɔː(r)	floor
ænˈtɪsɪpeɪt	anticipate
əˈreɪ	array
sənt	saint
ˈklɪrli	clearly
ˈləʊkl	local
ˈmeɪn.tɪ.nəns	maintenance
ləʊˈkeɪt	locate
brɑːs	brass
ˈber.i.əl	burial
hɔː	haw
ˈsʌm.pleɪs	someplace
skwɑːd	squad
ˈkɒntrɪbjuːt	contribute
ˈven.ə.məs	venomous
ɪnˈter.ə.ɡeɪt	interrogate
ˈʃɪn.dɪɡ	shindig
ˈfɜːrnɪtʃər	furniture
wuːnd	wound
ˌtrænspɔːrˈteɪʃn	transportation
ˈmæt.rɪ.mə.ni	matrimony
ˈnɔːrml	normal
beɡ	beg
ˈrelətɪv	relative
ˈkɑːtn	cotton
dɪˈfiːt	defeat
ˈkʌm.pəs	compass
ˈpoʊ.lɚ	polar
fəˈtɪl.ɪ.ti	fertility
ˈætɪtjuːd	attitude
məˈtɪəriəl	material
ˈməʊtəsaɪkl	motorcycle
ˈkɑː.vər	carver
ˈkwɪkli	quickly
ˈklæs.ɪ.faɪd	classified
dɪˈstrɔːt	distraught
fʊlˈfɪld	fulfilled
fuːd	food
siːt	seat
ˌiː.kəˈnɒm.ɪks	economics
ˌriː.əˈreɪndʒ	rearrange
mɪdʒ	midge
səˈmaʊnt	surmount
dɪˈnəʊt	denote
ˈmuːvi	movie
ˈvɪʒ.u.əl	visual
ˈrɑː.kɪt	rocket
ˈlɒn.dʒɪ.tjuːd	longitude
ˌmænjuˈfæktʃər	manufacture
ˌæn.ɪˈmɒs.ɪ.ti	animosity
ænˈeks	annex
səˈbɜː.bən	suburban
təˈrɪf.ɪk	terrific
bɪˈhæf	behalf
ˈruː.bi	ruby
ˌpɜː.sɪˈvɪə.rəns	perseverance
ˈpæt.rən.aɪz	patronize
blɜːr	blur
ˈtʊərɪst	tourist
ˈhəʊm.ləs	homeless
dɪˈpreʃ.ən	depression
dɪˈfek.tɪv	defective
ˈsɑː.ləm	solemn
ˈɪm.pʌls	impulse
ˈtuːθ.brʌʃ	toothbrush
mɔːɡ	morgue
rɪˈtɜːn	return
ˈendɪŋ	ending
ˈweɪ.trəs	waitress
lɪp	lip
ˈkɑː.mɪk	comic
ˈbreɪkˌʌp	breakup
ˈɪndʒəri	injury
ˌɑːftəˈnuːn	afternoon
puːl	pool
ˌmɪl.jəˈneər	millionaire
ˈen.vi.ə.bl̩	enviable
spiːk	speak
ˈfɔːrmər	former
ˌpɜː.sənˈel	personnel
diːd	deed
ˈɑːntə	onto
ˌkɔː.pərˈeɪ.ʃən	corporation
tɜːf	turf
ˈklɪp.ər	clipper
ˈɡrænmʌðər	grandmother
sneɪk	snake
ˈvɜːrtʃuəli	virtually
ˈbles.ɪŋ	blessing
ˈsem.ɪ.nɑːr	seminar
pʊl	pull
ˈvaɪ.pər	viper
ˈtʃænd.lɚ	chandler
bræʃ	brash
sjuːt	suit
wɪˈðɪn	within
kæmp	camp
pʌbˈlɪsəti	publicity
ˈflæʃ.laɪt	flashlight
ˈkɑː.di.æk	cardiac
meɪk	make
seɪl	sail,sale
səˈpɔːrtər	supporter
ˈpʊʃ.i	pushy
ˈbriː.ðər	breather
rɪˈtɔːt	retort
faɪl	file
ˈsʌmwʌt	somewhat
kənˈsaɪn.mənt	consignment
ˈmeɪl.bɒks	mailbox
əˈfer	affair
bɪˈjɒnd	beyond
ˈsiː.fuːd	seafood
kloʊð	clothe
pɪtʃ	pitch
ˈtreʒ.ər	treasure
ˈməʊ.mən.tər.i	momentary
brəʊtʃ	brooch
ˈtɜː.mɔɪl	turmoil
ˈprəʊ.faɪl	profile
mɪə(r)	mere
kənˈsɪdərəbl	considerable
ˈtɜː.bən	turban
əˈnæt.ə.mi	anatomy
fuːl	fool
ˈdel.juːdʒ	deluge
əˈtrɒs.ɪ.ti	atrocity
ˈfɪt.fəl	fitful
kəˈməʊ.ʃən	commotion
tiːθ	teeth
ˈkʌvəd	covered
ˈpɜːmənənt	permanent
ˈrɒb.ər.i	robbery
ˈruːθ.ləs	ruthless
ˈlet.ɪs	lettuce
kɑːrv	carve
ˈeɪbl	able
krʌtʃ	crutch
ˈrer.ə.t̬i	rarity
ɪmˈper.ə.tɪv	imperative
ˈtrɪk.l̩	trickle
ˈfriːdəm	freedom
ˈmɪrli	merely
ˈsɜː.pənt	serpent
riːθ	wreath
riːd	read,reed,reed
ˌpreznˈteɪʃn	presentation
feɪz	phase
blɒt	blot
ɪmˈplɑːnt	implant
heɪt	hate
pen	pen
ˌɪndɪˈvɪdʒuəl	individual
lefˈten.ənt	lieutenant
ˈrem.nənt	remnant
ˈtʃɑː.tər	charter
ɪkˈses	excess
rɑːk	rock
ˈflæb.i	flabby
ˈnæp.kɪn	napkin
ˌek.spəˈdɪʃ.ən	expedition
kɜːl	curl
mæsˈkɑː.rə	mascara
ˌɪn.təˈrækt	interact
jɔːn	yawn
dɪˈpreɪv	deprave
lɪv	live
dɪˈzæstər	disaster
ˈreɡjələrli	regularly
ʃʌv	shove
ˈruː.lɪŋ	ruling
rəʊɡ	rogue
ˈkʊk.uː	cuckoo
ˈɜːk.səm	irksome
oʊn	own
hɔːrs	horse,hoarse
kəˈləʊn	cologne
ˈrefrəns	reference
ˈwɒl.əʊ	wallow
ˈwɪl.əʊ	willow
deθ	death
ˈev.ə.ɡriːn	evergreen
ˈstrɪktli	strictly
bʌlb	bulb
ˈbɑːr.t̬ɚ	barter
fler	flare
bʊk	book
fɔːrk	fork
ˈdɑːnsə(r)	dancer
ɪnˈteɡ.rə.ti	integrity
ˈfɑː.stɚ	foster
stɪə(r)	steer
əkˈnɒlɪdʒ	acknowledge
wɪˈtʃev.ər	whichever
bɪəd	beard
dɪˈfeɪs	deface
ˈɒb.djʊ.rət	obdurate
ˌres.pɪˈreɪ.ʃən	respiration
ˈɡrædʒ.u.ət	graduate
ˈpɔː.ʃən	portion
kənˈsɪs.tənt	consistent
ˈsləʊ.ɡən	slogan
sərˈpraɪzɪŋ	surprising
ˈæl.tɪ.tjuːd	altitude
kənˈteɪnər	container
ˈɑː.tʃə.ri	archery
ˈpɒzətɪv	positive
ˈdɜːrti	dirty
ˈθɪəri	theory
ˈstrʌɡl	struggle
ɪmˈpruːvmənt	improvement
paɪnt	pint
luːz	lose
plʌk	pluck
aʊtˈmæʧ	outmatch
ˈbɝː.ɡlɚ	burglar
prəˈfɪʃ.ənt	proficient
ˈbreɪk.θruː	breakthrough
spəˈɡet.i	spaghetti
əˈɡriːmənt	agreement
spɒnˈteɪ.ni.əs	spontaneous
plæŋk	plank
ˌhɑː.spɪˈtæl.ə.t̬i	hospitality
ˈbuː.lə.vɑːd	boulevard
ˈbæɡ.i	baggy
əˈnʌðər	another
ˈmæɡ.nɪ.tjuːd	magnitude
ˈfæð.əm	fathom
ɪnˈskraɪb	inscribe
ˈnɒnsns	nonsense
əˈkwaɪə(r)	acquire
ˈæbsəns	absence
ˈhelp.ləs	helpless
ˈmɝː.dʒɚ	merger
ˈmɪl.ɪ.tənt	militant
əˈkɒm.ə.deɪ.tɪŋ	accommodating
bʌs	bus
brest	breast
ˈkɒn.trə.ri	contrary
ˌsæt.ɪsˈfæk.tər.i	satisfactory
ˈslɪp.ər.i	slippery
straɪd	stride
əˈbaɪd	abide
ˈfɔː.rɑːm	forearm
θɪn	thin
ˈʃɒpˌlɪf.tɪŋ	shoplifting
dɪˈsaɪ.sɪv	decisive
ˈæl.i	alley
fəˈlɒsəfi	philosophy
ˌʌndəˈstændɪŋ	understanding
ˈdʒes.tʃər	gesture
θɜːst	thirst
flɪŋ	fling
ˈlaɪtli	lightly
ˈmoʊ.t̬ɪv	motive
raɪˈnɒs.ər.əs	rhinoceros
ˈswɔː.ði	swarthy
ˈfʌn.dɪŋ	funding
ˈsaɪlənt	silent
kræft	craft
ˈpeŋ.ɡwɪn	penguin
əˈmeɪz	amaze
ˈɒkjupaɪ	occupy
ɪŋk	ink
fləʊt	float
ˈsædli	sadly
snɪf	sniff
səbˈsɪst	subsist
ˈθɪŋkɪŋ	thinking
nɪr	near
ˌɑːpəˈreɪʃn	operation
ˈkɑːsl	castle
ˈbær.əl	barrel
məˈriːn	marine
ˌdem.əˈkræt.ɪk	democratic
wer	where,wear
ˈspaɪə.rəl	spiral
dɪˈbɔːtʃ	debauch
læns	lance
rəʊˈteɪt	rotate
ˈsaɪləns	silence
ˈriːznəbl	reasonable
ˈskʌlp.tər	sculptor
ˈpʌd.l̩	puddle
ðəm	them
ˈəʊ.dər	odour
ɡɑːz	gauze
ˈsɪl.ə.bəs	syllabus
ˈen.i.taɪm	anytime
ʃɔːrts	shorts
hjuːˈmɪd.ɪ.ti	humidity
ˈpes.ki	pesky
ˈpreʃər	pressure
kənˈtɪn.dʒənt	contingent
ˈtuː.t̬ɚ	tutor
bɔːld	bald
ˈveə.ri.ə.bl̩	variable
ˈæŋ.kər	anchor
kənˈviːniənt	convenient
kæst	cast
ˌɔː.θər.aɪˈzeɪ.ʃən	authorization
ˈkləʊs.li	closely
fɜːrm	firm
ˌʌn.dəˈkʌv.ər	undercover
ˈkɑː.pɪn.tər	carpenter
ˈfɪə.fəl	fearful
ˈɑː.di.oʊ	audio
ɪnˈlɪst	enlist
əˈbɔːr	abhor
ˈʌndə(r)	under
bəˈzɑːr	bazaar
ˈwɑː.t̬ɚ.i	watery
vælv	valve
bruˈnet	brunette
ɪˈnæm.əl	enamel
ˈpɒl.ə.ti	polity
ˈkɒn.sjʊ.lət	consulate
truːs	truce
ˈɑːm.pɪt	armpit
biːtʃ	beach,beech
rɪp	rip
ˈhɑːd.weər	hardware
ɡreɪv	grave
ˈkæn.ən	cannon
dɪˈskɑːd	discard
ˈsek.sɪst	sexist
juː	ewe
əˈsjuːm	assume
ˈbætl	battle
ˈpɜːtʃəs	purchase
trænsˈfɔːrm	transform
əʊˈbiːs	obese
prɪˈzʌmp.tʃəs	presumptuous
ˌəʊ.vəˈdʒɔɪd	overjoyed
nʌn	none,nun
ˈtʃɒp.ər	chopper
ˈklær.ɪ.faɪ	clarify
ɡriːs	grease
ˈɡet.ə.weɪ	getaway
ˈvɪl.ə	villa
ʃɑːl	shawl
ˈem.ə.rəld	emerald
stɔːrm	storm
ˈpestɪlənt	pestilent
ˈsæk.sə.fəʊn	saxophone
pəˈluːʃn	pollution
pɝːl	pearl
ˈwiː.kli	weekly
dɪˈskləʊz	disclose
ɪkˈspəʊ.ʒər	exposure
ˌprɒp.əˈɡæn.də	propaganda
juːθ	youth
ˈtɪn.səl	tinsel
ˈdʒæv.lɪn	javelin
flɒs	floss
peɪd	paid
ˈpleɪ.fəl	playful
kənˈdʒek.tʃər	conjecture
fɪˈdel.ə.ti	fidelity
ɪnˈvəʊk	invoke
bəˈfeɪ	buffet
keɡ	keg
ˈdem.ə.kræt	democrat
dɪˈspɪk.ə.bl̩	despicable
ˈrek.tæŋ.ɡl̩	rectangle,rectangle
ˌdaɪˈvɜːdʒ	diverge
rɪˈtaɪəd	retired
tɪk	tick
ˈkɑː.bən	carbon,carbon
ˈklæs.ɪ.kəl	classical
dɪˈvoʊtɪd	devoted
ˈmɑː.dʒɪn	margin
ˈmæsɪv	massive
dʒəˈnet.ɪk	genetic
ˈnʌk.l̩	knuckle
rɪˈkɒn.ɪ.səns	reconnaissance
bed	bed
ˈsɑː.dʒənt	sergeant
ˈbraɪ.tən	brighten
ˈɑːmətjʊə	armature
ˈsentʃəri	century
ˈæn.ses.tər	ancestor
ˈsaɪ.kə.pæθ	psychopath
ˈhʌs.ki	husky
ˈkwɒr.əl.səm	quarrelsome
ˈɑː.t̬oʊ	auto
ˈkriː.pi	creepy
rɪˈtaɪər	retire
ˌɪnstɪˈtuːʃn	institution
ˈmɪs.tʃɪf	mischief
ˈhænd.ʃeɪk	handshake
ˈkæb.ɪn	cabin
ˌwerˈæz	whereas
ˈstændərd	standard
ˈrʌfli	roughly
ˈfɔːl.aʊt	fallout
ˈʃæt.əʊ	chateau
ʌnˈspiː.kə.bl̩	unspeakable
ˈem.ɪ.ɡrənt	emigrant
keə(r)	care
ˈkɒk.pɪt	cockpit
ˈkliː.vər	cleaver
ɪnˈtelɪdʒəns	intelligence
ˈfɑːrmər	farmer
ˈmæd.li	madly
ˈæn.ɪ.mət	animate
fəˈtɒɡrəfi	photography
ˈʤiːzəs	Jesus
ˈniːdl	needle
ˈpæn.keɪk	pancake
ˈreɪlrəʊd	railroad
ˈɜː.nɪst	earnest
ˈʃæb.i	shabby
ɪˈmɔːrəl	immoral
ˈbiːst.li	beastly
ˈnoʊtɪs	notice
ˈpəʊ.ɪt	poet
niːl	kneel
ˈbʌm.ər	bummer
ˌmiːˈaʊ	meow
mɑːrt	mart
daɪˈluːʃən	dilution
peɪn	pain
ˈiːstən	eastern
ˈwɪspə(r)	whisper
ˈfuː.lɪʃ	foolish
ˈmer.ɪt	merit
ˌəʊ.vəˈləʊd	overload
ˈbreθˌteɪ.kɪŋ	breathtaking
ˈləʊ.kəm	locum
kɔːl	call
ˈkɔː.di.əl	cordial
ˈbɑː.li	barley
ˈwɑːndər	wander
ɪnˈkwaɪər	inquire
ˈmæs.kjʊ.lɪn	masculine
pæŋ	pang
ˈfɪŋɡər	finger
ˈiːvnɪŋ	evening
rɪˈdjuːs	reduce
ˈkɒn.sə.nənt	consonant
mɔːr	more,moor
ˈdeɪndʒər	danger
ˈmiː.nɪŋ.ləs	meaningless
ˈsɑː.fə.mɔːr	sophomore
wiːk	week,weak
twelv	twelve
ruːf	roof
ˈstʌn.ɪŋ	stunning
ˌhep.əˈtaɪ.tɪs	hepatitis
ˈpriː.tekst	pretext
dɑːrk	dark
laɪn	line
doʊz	doze
ˌentərˈteɪn	entertain
ˈvɑː.li.bɑːl	volleyball
ɪˈvæk.ju.eɪt	evacuate
ˈen.treɪlz	entrails
əˈpɒs.trə.fi	apostrophe
weɪt	wait,weight
ˈʃəʊldə(r)	shoulder
rɪˈspɒns	response
rɪˈkʌvə(r)	recover
ˈfæm.ɪn	famine
ˌkɒr.ɪˈspɒn.dəns	correspondence
diːl	deal
mæsk	mask
stroʊl	stroll
ˈɡreɪp.fruːt	grapefruit
əˈʃɔː.rəns	assurance
ˌrez.ɪˈden.ʃəl	residential
krʌm	crumb
ˈprɑːmɪs	promise
ˈkwɪv.ər	quiver
ˈmʌz.l̩	muzzle
ˈfɪnɪʃ	finish
ˈsʌmθɪŋ	something
ˈfiːlɪŋ	feeling
mæɡˈnɪf.ɪ.sənt	magnificent
ˈkæv.i.ɑːr	caviar
ˈfɔː.teɪst	foretaste
ˈrɑːðə(r)	rather
ˈsʌp.ər	supper
trʌst	trust
stɑːrv	starve
sliːv	sleeve
bɑːk	bark
ˈsʌl.tri	sultry
nɪˈɡeɪt	negate
muːv	move
rɪˈliːv	relieve
bʌd	bud
ˌtek.nɪˈkæl.ə.ti	technicality
ˈəʊpən	open
ˈtʃek.bʊk	checkbook
mɒθ	moth
flɒɡ	flog
njuːˈtræl.ə.ti	neutrality
kənˈkluːʒn	conclusion
lɑːf	laugh
ʃæmˈpeɪn	champagne
ˈfʊt.step	footstep
ˈmuː.vər	mover
ˈneɡ.lɪ.dʒənt	negligent
ˈjuːʒuəli	usually
ˈkeə.fəl.i	carefully
dɑːft	daft
ˈlaɪ.bəl	libel
ˈɡæl.ənt	gallant
səˈpraɪz	surprise
ˈsiːniə(r)	senior
iˈmɜːdʒ	emerge
ˈɪn.pʊt	input
səˈlɪs.ɪ.tər	solicitor
ɪnˈtrʌst	entrust
əˈkʌlt	occult
kʊk	cook
ˈkʌm.bæk	comeback
ˈeɪ.ki	achy
ˈɡɒb.lət	goblet
əˈfɔːrd	afford
ɪˈməʊʃn	emotion
ˈsɑːlɪd	solid
rɪˈviːl	reveal
ˈɪndʒəd	injured
ˈvɪv.ɪd	vivid
ˈhɪd.i.əs	hideous
ˈspeɪs.krɑːft	spacecraft
wiːl	wheel
ˌeɡ.zɒlˈteɪ.ʃən	exaltation
mɜːθ	mirth
bɪˈnev.əl.ənt	benevolent
ˈkaʊnt.ləs	countless
bʌntʃ	bunch
ˈmænə(r)	manner
waɪvz	wives
ˈsem.ə.tri	cemetery
ˈber.ɪŋ	bearing
baɪˈlɪŋ.ɡwəl	bilingual
baɪ	by,bye,buy
sɔː(r)	sore
trænsˈpærənt	transparent
ˌendʒɪˈnɪərɪŋ	engineering
ˈflæn.əl	flannel
ˌɪn.ədˈmɪs.ə.bl̩	inadmissible
ˈɪndɪkeɪt	indicate
ˈfɔːkɑːst	forecast
ˈwɑːlˌpeɪ.pɚ	wallpaper
dʒəʊlt	jolt
reɪ	ray
ʃɒp	shop
θiːf	thief
ˈbeɪsɪs	basis
ˈbʌn.dl̩	bundle
ˈtel.ɪ.skəʊp	telescope
ˈbæŋ.kwɪt	banquet
ˌɪn.kənˈviː.ni.ənt	inconvenient
kən	can
beɪt	bait
ˈbreɪk.daʊn	breakdown
sæŋk	sank
ˈɡæl.ək.si	galaxy
ˈæm.plɪ.tjuːd	amplitude
ˈdʒɑː.ɡən	jargon
ˈmɑː.vəl.əs	marvellous
aɪs	ice
ˈfriː.zər	freezer
ˈrev.ər.ənd	reverend
ˈpɑː.trɪdʒ	partridge
ˈaɪ.si	icy
fɪˈnes	finesse
pɔːˈtreɪ	portray
ˈmesɪdʒ	message
mɪˈstɪəriəs	mysterious
proʊˈsiːd	proceed
ˌəʊvərˈɔːl	overall
ˈkætʃ.ɪŋ	catching
sɪˈnɑː.ri.əʊ	scenario
mjuːt	mute
pəˈfek.ʃən	perfection
ˈreɪdiəʊ	radio
ˈlɒŋ.ɪŋ	longing
ˈpɜː.sɪ.kjuːt	persecute
ˈfjɝː.i	fury
hoʊld	hold
ˈkæʒ.ju.əl	casual
kənˈtɪn.juːd	continued
ˈfɒn.dl̩	fondle
ɪnˈtend	intend
ˈfɝː.oʊ	furrow
ɡler	glare
ˈpoʊ.stɚ	poster
ˈəʊnə(r)	owner
ˈwɜː.ði	worthy
ˈsʌbstɪtjuːt	substitute
spɪt	spit
ɪˈskeɪp	escape
sɪˈkjʊə(r)	secure
ˈsɪriːz	series
ˈdɑːkjumənt	document
ˈpɑːs.wɜːd	password
ˈsʌðərn	southern
suːn	soon
ˌnɔːθˈwest	northwest
ˈpen.sɪv	pensive
ˈskræm.bl̩	scramble
ɡloʊb	globe
ɪkˈskwɪz.ɪt	exquisite
ˈbreɪn.wɒʃ	brainwash
tæk	tack
ˈklæsɪk	classic
dɪˈkleə(r)	declare
dɪˈspaɪz	despise
ˈfɔː.mæt	format
trænsˈleɪt	translate
ɡruːv	groove
ziːl	zeal
ˈkɑːpɪt	carpet
ˈsæv.ɪdʒ	savage
kəˈləʊ.kwi.əl	colloquial
ˈkred.jʊ.ləs	credulous
ˈspɪn.stər	spinster
ˈdɪs.kɔːs	discourse
pænts	pants
ˈdɔː.bel	doorbell
ˈɔːr.ə	aura
frend	friend
ˈtrʌbl	trouble
ˈterəbli	terribly
ɡeɪt	gate,gait
ˌekspekˈteɪʃn	expectation
dʌɡ	dug
ˈdɑːmɪneɪt	dominate
bət	but
ˈtʃæt̬.ɚ.bɑːks	chatterbox
mes	mess
ˈriːdɪŋ	reading
θɝːst	thirst
tuːm	tomb
maɪˈnɒrəti	minority
ˈmeɪnlənd	mainland
bleər	blare
ʃoʊ	show
mɪtst	midst
ˈkɒm.plɪ.ment	complement
ˈfeɪ.bl̩	fable
ˈɡlɪs.ən	glisten
səbˈmɪt	submit
dɪˈpɑːzɪt	deposit
ɡrɑːf	graph
skɑːtʃ	scotch
ɪt.ˈset.ər.ə	etc.
ˌhəʊmˈmeɪd	homemade
ˌɪn.təlˈek.tju.əl	intellectual
ˈlæŋɡwɪdʒ	language
ˈspɒt.laɪt	spotlight
ˈsɪŋ.ɡjʊ.lər	singular
riˈækʃn	reaction
ˈlʌvə(r)	lover
ˈfestɪvl	festival
hɑːrʃ	harsh
əˈpiː.lɪŋ	appealing
ruːʒ	rouge
juˈnaɪtɪd	united
ˈduː.ər	doer
ˈpɪl.əʊ	pillow
swɑːp	swap
ˈɡɒd.es	goddess
ˈskɒl.ə.ʃɪp	scholarship
ˈwæɡ.ən	wagon
ˈdʌb.li	doubly
əˈluːf	aloof
ˈkæptɪn	captain
ˈpɑː.səl	parcel
ˈkʌrənt	current
wɪt	wit
rɪˈzjuːm	resume
spoʊk	spoke
mæd	mad
ˈriːdʒən	region
ˈmiːtər	metre,meter
ɜːrdʒ	urge
ədˈmɒn.ɪʃ	admonish
ˈwʌndəfl	wonderful
ˈkɒŋ.kɔːs	concourse,concourse
ˈpɜːrmənənt	permanent
sɒk	sock
ˈrʊərəl	rural
ˈkɒmplɪkeɪt	complicate
dɪˈfɔːlt	default
wɑːd	wad
ˈbliː.dɪŋ	bleeding
ˈkʌm.li	comely
ˈhed.ɪŋ	heading
təʊ	toe,tow
ˈskeɪ.tɪŋ	skating
əˈfend	offend
raɪ	rye,wry
θɔːrn	thorn
ɪnˈdet.ɪd	indebted
stɑːr	star
ˈriːzn	reason
səʊl	soul,sole
ˈbrʌðər	brother
prəʊ	pro
ˈtɑːpɪk	topic
ˌdɪsədˈvæntɪdʒ	disadvantage
ˈtʃɑːnd.lər	chandler
ˈbɪznəs	business
ˈbæs.tɚd	bastard
skers	scarce
dɪˈsɜː.nɪ.bl̩	discernible
pɪˌkjuː.liˈær.ə.ti	peculiarity
ˌɪn.əˈfen.sɪv	inoffensive
ɑːˈtɪl.ər.i	artillery
ˌmɪsˈfaɪər	misfire
swɒp	swap
ˈpəʊətri	poetry
ˈaʊtə(r)	outer
əˈspær.ə.ɡəs	asparagus
tʃeɪf	chafe
ˈlʌk.əl.i	luckily
ˈfrædʒ.əl	fragile
ˈʃɪv.əl.rəs	chivalrous
stjuːˈpɪd.ɪ.ti	stupidity
ɪˈræd.ɪ.keɪt	eradicate
ɪnˈtrep.ɪd	intrepid
ˈɪnsekt	insect
rɪˈsaɪ.təl	recital
maɪˈnɔːrəti	minority
ˈjəʊ.ɡə	yoga
ˈmɜːrdər	murder
ˈkəʊst.laɪn	coastline
ˌəʊ.vəˈfləʊ	overflow
prɪˈsiːd	precede
ˈklɪə.rɪŋ	clearing
ˈtɜː.nɪp	turnip
ˈæs.mə	asthma
sɑːˈdiːn	sardine
dɪˈkriː	decree
ˈzel.əs	zealous
ˈdraɪvɪŋ	driving
ɪə(r)	ear
ˈmeni	many
ˈtaɪə(r)	tyre,tire
ɪmˈpɔːrtnt	important
fəʊn	phone
ˈhʌzbənd	husband
əˈdʒen.də	agenda
səˈspend	suspend
ɡreɪn	grain
ker	care
teɪp	tape
ˌɔː.təˈmæt.ɪ.kəl.i	automatically
pɑːrt	part
ˈpəʊst.kɑːd	postcard
ˈwel.kəm.ɪŋ	welcoming
ˌɪn.ɪkˈspɪə.ri.ənst	inexperienced
pəˈtɪʃ.ən	petition
ˌɪmplɪˈkeɪʃn	implication
prəˈfeʃn	profession
ˈswiːt.hɑːt	sweetheart
rɪˈzent	resent
ˌriːˈθɪŋk	rethink
ˈɔː.nə.mənt	ornament
ˈhɑːtˌbrəʊ.kən	heartbroken
ˈhɑː.mə.ni	harmony
ˈpæl.peɪt	palpate
buːð	booth
ˈreləvənt	relevant
ˈkreɪdl	cradle
fɔːθ	fourth,forth
bɪt	bit
ˈɔːk.ʃən	auction
ˈʃʌt.l̩	shuttle
sɑːt	sought
bɪˈkəz	because
slɪp	slip
ˈsaʊər	sour
ˈmɒd.ɪ.faɪ	modify
dʌsk	dusk
rɪˈfrɪdʒ.ər.eɪt	refrigerate
skɪn	skin
ˈmætə(r)	matter
kleɪm	claim
dɪˈveləpmənt	development
dɪˈpresɪŋ	depressing
ˈprem.ɪs	premise
ˈstuː.ɚd	steward
kɔːrt	court
ˈkæn.jən	canyon
ˈfɑː.mə.si	pharmacy
kəmˈbaɪn	combine
ˈmɪn.ɪ.tʃər	miniature
ˌænɪˈvɜːsəri	anniversary
tæsk	task
ˈrʌbɪʃ	rubbish
ɪnˈfɔːs	enforce
ɪnˈher.ɪ.təns	inheritance
ˈpæs.təl	pastel
ˈstren.ju.əs	strenuous
nuːˈtræl.ə.t̬i	neutrality
dɪˈziːz	disease
ˈlɑː.kɚ	locker
ˈded.li	deadly
ˈwɜːkə(r)	worker
rɪˈkwaɪər	require
ˈker.ɪk.tɚ.aɪz	characterize
ˈmaɪ.krə.skəʊp	microscope
ˈpepər	pepper
prəˈpoʊzl	proposal
ˈpraɪə(r)	prior
ˈmeʒər	measure
ˈsplɪt.ɪŋ	splitting
rɪˈspek.tə.bl̩	respectable
vaɪˈbreɪt	vibrate
ˌaʊtˈbɪd	outbid
ˈmɑː.kər	marker
ˈsæŋk.tɪ.faɪ	sanctify
rɪˈfreʃ	refresh
ˈnɒm.ɪ.neɪt	nominate
ˈæb.dʒekt	abject
ˈbɝː.oʊ	borough
ˈfroʊzn	frozen
ˈsaɪdweɪz	sideways
ˈkʌlə(r)	colour
ˈtoʊtl	total
ɪnˈhæb.ɪ.tənt	inhabitant
kɒɡˈnɪʃ.ən	cognition
dɪˈzaɪ.nɪŋ	designing
ˈmiːtɪŋ	meeting
əˈlɑːrm	alarm
ˈpɜːrsənl	personal
ˈnɔː.zi.ə	nausea
bɜːp	burp
ˈplæn.ər	planner
fəˈment	ferment
dʒɪər	jeer
kɑːm	calm
dɪˈvɔːs	divorce
hɑːrm	harm
ɪkˈspoʊz	expose
ˌəʊ.və.riˈækt	overreact
ˈwerəbaʊts	whereabouts
ˈdes.ɪ.məl	decimal
təʊld	told
əˈkɜː(r)	occur
ˈmoʊtərsaɪkl	motorcycle
plænˈteɪ.ʃən	plantation
ɪmˈpel	impel
ˈsʌfər	suffer
ˈseʃn	session
ˈɡəʊl.dən	golden
ˈmɔː.təl	mortal
fɜː(r)	fur
ˈdʒænjueri	January
ænˈtiːk	antique
ˈfɔːfɑːðə	forefather
ˈpriːˈpeɪ	prepay
pɑːˌtɪs.ɪˈpeɪ.ʃən	participation
ˈhɪp.ə.krɪt	hypocrite
ˈʃeɪ.ki	shaky
ʌnˈruː.li	unruly
pəˈsen.tɪdʒ	percentage
ˈɡreɪs.fəl	graceful
ˈliː.ɡəl.aɪz	legalize
rɪˈsiːt	receipt
ˈsoʊʃl	social
ˌdɪsəˈpɔɪntmənt	disappointment
ˈsɒl.ɪ.tər.i	solitary
ˌpær.əˈmed.ɪk	paramedic
ˌpɑː.lɪˈmen.tər.i	parliamentary
enˈdev.ər	endeavour
mɒlt	malt
ɪˈfekt	effect
ˌʌndəˈɡraʊnd	underground
ɑːz	ours
kənˈstrɪkt	constrict
ˈpreʃ.əs	precious
ˈdiːpli	deeply
